y,x,SHI_max,MESH75_max,MESH95_max,MaxMESH75_1in,MaxMESH75_2in,MaxMESH95_1in,MaxMESH95_2in,z0C,z20C,llrh,laps,pwat,lap24,shear,reported_max_hail,reported_ave_hail,sev75,sigsev75,sev95,sigsev95,Longitude,Latitude
3,44,0.8849779900636264,0.5795571382511482,0.8500156556325267,0.0,0.0,0.0,0.0,4666.788759080693,7850.871760608628,0.18834945323021657,-0.00773497219984165,0.13293957840670112,-0.007523893513164737,16.19470496039139,,,True,True,True,True,-79.88421807331565,26.396731097567844
11,22,1.8611747835757038,0.6754672940695061,0.9951123564152637,0.0,0.0,0.0,0.0,4105.035956054926,6771.039374798536,0.0808925743740474,-0.007237241327317179,0.03195644150070119,-0.007748441896438862,31.044431323418394,,,True,True,True,True,-98.09656914628944,32.783506514328806
11,23,0.897372509581127,0.5812200123093594,0.8525256733884031,0.0,0.0,0.0,0.0,4101.8678757324815,6762.085771434009,0.08013460886581925,-0.007296339306869015,0.030817039491274078,-0.007733334120139546,30.921322731825057,,,True,True,True,True,-97.22755435313873,32.827538269656024
11,26,46.762078205805736,1.3122793478961585,1.9710367759637597,1.3122793478961585,0.0,1.9710367759637597,0.0,4093.947977051139,6739.702616885304,0.07823976737881821,-0.007444078619855077,0.02796864312706253,-0.007695566120148101,30.613562993123196,,,False,True,False,True,-94.61577889891439,32.91907380851929
11,43,8.153272264650468,0.9157196871450858,1.3610673418840928,0.0,0.0,1.3610673418840928,0.0,4147.247708827257,6896.0776507258415,0.08414416633786459,-0.006120811415030403,0.04266599867309107,-0.007927003087274898,32.061135808588006,,,True,True,False,True,-79.85720672267405,32.287452968392856
11,44,81.8097172179425,1.472536193702033,2.2191766700888427,1.472536193702033,0.0,2.2191766700888427,2.2191766700888427,4156.354698769748,6924.424679115415,0.08321053938880141,-0.005801383821960826,0.04390868209977821,-0.007960097688766155,32.13157426318503,,,False,True,False,False,-79.00041155469809,32.18999081274073
12,23,19.230903100000198,1.0927784061051964,1.6326202283131774,1.0927784061051964,0.0,1.6326202283131774,0.0,3996.295976191759,6642.772824823856,0.09192715913013672,-0.00704362757949184,0.015734653946704907,-0.0077118809583112125,26.88971295207739,,,False,True,False,True,-97.2761559473137,33.56193192153318
12,26,36.0526093640007,1.243818841715805,1.865296271377516,1.243818841715805,0.0,1.865296271377516,0.0,3961.5103655774146,6632.6678083874285,0.10412228034806503,-0.006393405930417373,0.015664557088183113,-0.007604050428295039,26.87219546129927,,,False,True,False,True,-94.64013607732743,33.654389803691835
12,44,0.1456758204192421,0.3996556802349098,0.579849631200521,0.0,0.0,0.0,0.0,4093.947977051139,6739.702616885304,0.07823976737881821,-0.007444078619855077,0.02796864312706253,-0.007695566120148101,30.613562993123196,,,True,True,True,True,-78.88084495455485,32.91796719190814
12,47,0.7138149875735431,0.5544556546115234,0.8121521558851336,0.0,0.0,0.0,0.0,4120.875753417611,6815.805683895946,0.08468225734804946,-0.006941762701345056,0.03765323422912428,-0.007823977896421752,31.659950800822116,,,True,True,True,True,-76.30113342078414,32.58290214003535
13,26,49.82914795904144,1.3295655800800477,1.9977619392945065,1.3295655800800477,0.0,1.9977619392945065,0.0,3649.714447300881,6566.952419437468,0.20105982723180205,-0.005215678951756786,0.020195224269035982,-0.007261249607005027,23.800627853401238,,,False,True,False,True,-94.66495100818621,34.39020227794481
13,27,27.149330205508953,1.1732283511451345,1.75644346023201,1.1732283511451345,0.0,1.75644346023201,0.0,3649.714447300881,6566.952419437468,0.20105982723180205,-0.005215678951756786,0.020195224269035982,-0.007261249607005027,23.800627853401238,,,False,True,False,True,-93.77689576015224,34.4075083075582
14,27,0.7889292329475557,0.5660020557424292,0.8295628737390403,0.0,0.0,0.0,0.0,3504.4797940403223,6507.707681283355,0.3280257232790973,-0.005732633753197547,0.04058462515808233,-0.006849137020068952,21.3182589521748,,,True,True,True,True,-93.79376041987639,35.143872495569774
14,28,1.2606718009951192,0.6233790323372879,0.9162307711515696,0.0,0.0,0.0,0.0,3500.348586205393,6506.887369539589,0.33175039906814163,-0.005744765308332234,0.04141765191093304,-0.006822990341287749,21.291413473853027,,,True,True,True,True,-92.89696102795808,35.154361224525495
15,25,7.583184660308821,0.9021476178200796,1.340311633053653,0.0,0.0,1.340311633053653,0.0,3393.934681026265,6453.532579969615,0.37171150470589964,-0.006596243317176231,0.0844972342548875,-0.006515848251229528,20.003039558854653,,,True,True,False,True,-95.62056695012436,35.83814513813027
15,27,0.3497650561885649,0.4786809152487444,0.6981646279462423,0.0,0.0,0.0,0.0,3389.677532808855,6448.896028537303,0.36896356516786,-0.006672156338140667,0.08789948063428193,-0.006532006434422755,19.905153712519677,,,True,True,True,True,-93.81094823516314,35.88049894956662
15,28,15.9257410319178,1.0511403274769224,1.5686366824952767,1.0511403274769224,0.0,1.5686366824952767,0.0,3387.5489587001503,6446.577752821147,0.3675895953988402,-0.0067101128486228845,0.08960060382397914,-0.006540085526019368,19.85621078935219,,,False,True,False,True,-92.90555728127288,35.891091124195114
15,29,20.811184684074398,1.1107013814131692,1.6601837680957172,1.1107013814131692,0.0,1.6601837680957172,0.0,3387.5489587001503,6446.577752821147,0.3675895953988402,-0.0067101128486228845,0.08960060382397914,-0.006540085526019368,19.85621078935219,,,False,True,False,True,-91.99999999999997,35.8946221799977
15,43,10.870881440241623,0.9716250676416015,1.4466563245567476,0.0,0.0,1.4466563245567476,0.0,3492.0861705355346,6505.246746052057,0.3391997506462303,-0.005769028418601607,0.04308370541663445,-0.006770696983725344,21.237722517209477,,,True,True,False,True,-79.39708636836836,35.205685549553415
15,44,108.36152829856488,1.5603155820235475,2.355433062649634,1.5603155820235475,0.0,2.355433062649634,2.355433062649634,3512.7422097101808,6509.348304770887,0.3205763717010086,-0.005708370642928173,0.03891857165238092,-0.006901430377631357,21.37194990881835,,,False,True,False,False,-78.5086661187719,35.104286558742004
16,25,9.479644798246806,0.944598683274947,1.4052615347581443,0.0,0.0,1.4052615347581443,0.0,3275.014529712498,6337.765772625804,0.3808511320867183,-0.005636519094338155,0.14058550027404118,-0.006823573353898382,17.863770014373586,,,True,True,False,True,-95.65556870275601,36.574499967052304
16,27,1.9000255979921368,0.678348107397083,0.9994803147581508,0.0,0.0,0.0,0.0,3266.234912192449,6335.017573390156,0.37799569245157727,-0.005603020657353852,0.1408085103920991,-0.006813792419116282,17.997647639422212,,,True,True,True,True,-93.82846858300755,36.61726842981245
16,29,2.8672502962681463,0.7383564710280397,1.0905860786497352,0.0,0.0,1.0905860786497352,0.0,3261.8446847572923,6333.643342718482,0.3765678364661653,-0.0055862698414159695,0.14092002608584994,-0.006808901485300112,18.064592836191878,,,True,True,False,True,-91.99999999999997,36.631529941870305
16,30,21.884431410987535,1.1222665939439853,1.677976668187155,1.1222665939439853,0.0,1.677976668187155,0.0,3266.234912192449,6335.017573390156,0.37799569245157727,-0.005603020657353852,0.1408085103920991,-0.006813792419116282,17.997647639422212,,,False,True,False,True,-91.08568010747771,36.62796431263513
16,43,13.032935897561371,1.0086183751434143,1.5033711092732238,1.0086183751434143,0.0,1.5033711092732238,0.0,3383.29221646674,6441.941643554717,0.36484191791873855,-0.006786018630123181,0.09300252574730075,-0.006556242168283433,19.758334277925314,,,False,True,False,True,-79.27658898450696,35.93585521463836
16,44,0.022980144365585004,0.27319128290362293,0.3919981565291956,0.0,0.0,0.0,0.0,3393.934681026265,6453.532579969615,0.37171150470589964,-0.006596243317176231,0.0844972342548875,-0.006515848251229528,20.003039558854653,,,True,True,True,True,-78.3799019429792,35.83346574879438
17,26,6.88890840032223,0.8844782444563832,1.3133035796689572,0.0,0.0,1.3133035796689572,0.0,3072.1498917378485,6269.30466972664,0.34055638923450715,-0.005810907514337771,0.13881979091940252,-0.006451401030783899,19.66951266117394,,,True,True,False,True,-94.76905633926462,37.33606417190384
17,27,1.0910965272780124,0.605101158313483,0.8885957543115764,0.0,0.0,0.0,0.0,3065.639606013894,6266.97502656281,0.3399498706739905,-0.005841857971773834,0.1385781693144441,-0.006435549762656478,19.6930385902524,,,True,True,True,True,-93.84633120669075,37.35406052290759
17,29,35.40991225585995,1.2392185042254955,1.858196806678957,1.2392185042254955,0.0,1.858196806678957,0.0,3065.639606013894,6266.97502656281,0.3399498706739905,-0.005841857971773834,0.1385781693144441,-0.006435549762656478,19.6930385902524,,,False,True,False,True,-91.99999999999997,37.36846065464223
17,30,4.429769375786432,0.8075746549503218,1.1959417789279012,0.0,0.0,1.1959417789279012,0.0,3065.639606013894,6266.97502656281,0.3399498706739905,-0.005841857971773834,0.1385781693144441,-0.006435549762656478,19.6930385902524,,,True,True,False,True,-91.07674626213272,37.36486036742411
17,38,0.0409117399465831,0.30765845038895345,0.4429849854741443,0.0,0.0,0.0,0.0,3156.7811227291822,6299.58914218843,0.34844089915804943,-0.005408563374061259,0.14196077961464387,-0.006657461469799841,19.363684557378292,,,True,True,True,True,-83.71177585048552,37.077385811025
17,46,0.04847643016335913,0.31860125371308684,0.4592083059322649,0.0,0.0,0.0,0.0,3319.5613512173295,6372.61438607052,0.37829294874154584,-0.006086359050101464,0.12668871682821034,-0.006759086722571084,18.240953822169104,,,True,True,True,True,-76.44621890086675,36.33499312166822
18,27,3.324039072753493,0.7611870503660929,1.1253055441051045,0.0,0.0,1.1253055441051045,0.0,2874.2384674549103,6188.36211322993,0.3559954008087516,-0.006455224538541415,0.12420818345665513,-0.005787398803754229,20.268433066114085,,,True,True,False,True,-93.86454623383862,38.09075370780647
18,29,0.32263923088739477,0.47078639978175035,0.6863178303765581,0.0,0.0,0.0,0.0,2874.2384674549103,6188.36211322993,0.3559954008087516,-0.006455224538541415,0.12420818345665513,-0.005787398803754229,20.268433066114085,,,True,True,True,True,-91.99999999999997,38.10529278608265
18,30,8.578920738436846,0.9253697480224197,1.3758305987301551,0.0,0.0,1.3758305987301551,0.0,2874.2384674549103,6188.36211322993,0.3559954008087516,-0.006455224538541415,0.12420818345665513,-0.005787398803754229,20.268433066114085,,,True,True,False,True,-91.06763611408827,38.101657759124784
18,38,2.8605711430444156,0.7380018282547385,1.0900470019251962,0.0,0.0,1.0900470019251962,0.0,2944.7872007004917,6219.145811311901,0.34477661340497434,-0.0063503087695622185,0.13030272883417354,-0.006037341518464245,20.059404867468402,,,True,True,False,True,-83.63041213253207,37.811410709342546
18,39,37.50282456046333,1.2539648128674268,1.8809567274931238,1.2539648128674268,0.0,1.8809567274931238,0.0,2963.6080611534417,6227.026538558304,0.34250849508680403,-0.006277356155543146,0.13194880191125838,-0.0061091563282786865,20.008981350110844,,,False,True,False,True,-82.7061480660606,37.742637849526936
18,40,0.052035242515265104,0.3232849391422088,0.466157127217458,0.0,0.0,0.0,0.0,2982.428024178371,6234.90689003095,0.3402404849184677,-0.00620440702009617,0.13359479649925887,-0.006180967713774521,19.958560237078927,,,True,True,True,True,-81.78366488503853,37.666697385157164
