y,x,SHI_max,MESH75_max,MESH95_max,MaxMESH75_1in,MaxMESH75_2in,MaxMESH95_1in,MaxMESH95_2in,z0C,z20C,llrh,laps,pwat,lap24,shear,reported_max_hail,reported_ave_hail,sev75,sigsev75,sev95,sigsev95,Longitude,Latitude
2,42,43.908254387925034,1.2953665611639373,1.9448988945357402,1.2953665611639373,0.0,1.9448988945357402,0.0,4690.738703239709,8038.7843407690525,0.31776038568318654,-0.0032200346794031276,0.28004129833476554,-0.00843848839197392,8.097454471891979,,,False,True,False,True,-81.57422610967451,25.84955099894835
3,42,14.753956235414389,1.0347211342161489,1.543426103769111,1.0347211342161489,0.0,1.543426103769111,0.0,4658.677170621231,7946.293955434114,0.1992982009707589,-0.007712566376572028,0.1791242447668617,-0.008511434360578107,13.792592957248416,,,False,True,False,True,-81.48534395489432,26.570114328171794
4,42,1.9149497595177374,0.6794423164081247,1.0011395224460764,0.0,0.0,1.0011395224460764,0.0,4628.491055257618,7841.384304784238,0.2100652972003445,-0.006842398616974776,0.16362082072752168,-0.007955558249115313,19.06734248698922,,,True,True,False,True,-81.39493971042019,27.292134684294403
5,34,8.303743391519876e-06,0.05338246180798853,0.07304042845070652,0.0,0.0,0.0,0.0,4561.153265476227,7650.473682228476,0.1664544311154259,-0.006551395802059545,0.16307012699443724,-0.00879264902532384,22.289654963693465,,,True,True,True,True,-87.87072192275036,28.472945899392986
5,35,0.03971906197203899,0.305789072118307,0.44021519139960125,0.0,0.0,0.0,0.0,4563.188215017319,7658.204857712612,0.16580330466365467,-0.0065154469342676435,0.16331775268049534,-0.008773300794310046,22.27992269158858,,,True,True,True,True,-87.04625311462755,28.437896275911232
6,35,3.8482458441179785,0.7844988462222241,1.1607881250639123,0.0,0.0,1.1607881250639123,0.0,4476.669087097049,7534.9697028025985,0.17194328008918092,-0.004165310276629697,0.1677226107375203,-0.008937151838587454,19.33990885601088,,,True,True,False,True,-87.00262606720256,29.166959221122195
7,35,0.11337416798684252,0.3795404584122524,0.5498373439788661,0.0,0.0,0.0,0.0,4388.0461259987205,7376.022440843284,0.14989770416286774,-0.004525577769552314,0.1689470096266175,-0.008446543980163312,18.740676964240265,,,True,True,True,True,-86.95822449182951,29.89718476991182
8,34,0.19173059210822718,0.42292426353117957,0.6146216026662171,0.0,0.0,0.0,0.0,4316.4686631932855,7367.521217878908,0.16470144222091676,-0.006910218988718242,0.1672261644567335,-0.00787153034664101,17.118134125645156,,,True,True,True,True,-87.759604890486,30.664623835916345
10,18,128.98385643252018,1.6173292991639197,2.444053660734802,1.6173292991639197,0.0,2.444053660734802,2.444053660734802,4311.0079352892935,7174.700647842139,0.13461629808881526,-0.005452456378122861,0.10822076241935817,-0.008188132148873706,23.869846091045474,,,False,True,False,False,-101.47401803767126,31.80922026040494
11,43,5.420564261713022,0.8418628340137122,1.2482301676000123,0.0,0.0,1.2482301676000123,0.0,4324.052057266235,7079.507805198431,0.15499289756098733,-0.005736702267057581,0.0829199557120963,-0.008048143104474548,31.021817547851242,,,True,True,False,True,-79.85720672267405,32.287452968392856
12,34,0.3602222205227002,0.4815946939187305,0.7025385934243408,0.0,0.0,0.0,0.0,4154.208767093718,6871.0547270178795,0.2202098144964566,-0.006211538549372619,0.03581741410695892,-0.007399692244632661,25.640090011118446,,,True,True,True,True,-87.60180706156056,33.59958592471119
12,36,4.278602779586022,0.8018190609519152,1.1871709434201085,0.0,0.0,1.1871709434201085,0.0,4178.65636401251,6883.366296738386,0.20778239447247415,-0.00665253589902548,0.03585255382906557,-0.007450852622895354,25.97125672621769,,,True,True,False,True,-85.84679211884017,33.517456575951044
12,43,3.375041743728894,0.7635784712741622,1.1289440541595932,0.0,0.0,1.1289440541595932,0.0,4267.633631911129,6938.899285912514,0.17391952407922417,-0.006847242893204708,0.049115280950743294,-0.007626916386939797,29.197545448783785,,,True,True,False,True,-79.74533753096712,33.01640958473714
12,46,0.4126592072531598,0.4952677253952357,0.7230738365482918,0.0,0.0,0.0,0.0,4300.052465397865,6986.911895174533,0.16694396096147557,-0.006587580515688529,0.06381393759061046,-0.007856510012999252,30.856304098051623,,,True,True,True,True,-77.1586094039592,32.701183567153286
12,47,0.16252149911487682,0.40876697335545653,0.5934584730784869,0.0,0.0,0.0,0.0,4311.638807579875,7005.2425523251295,0.16466636020368242,-0.006482308660437752,0.069472459974135,-0.007945625614297569,31.46741087170085,,,True,True,True,True,-76.30113342078414,32.58290214003535
13,18,0.597882771583261,0.5345779910622855,0.7822036557536891,0.0,0.0,0.0,0.0,4031.96728515625,6809.4951171875,0.2823486924171448,-0.004006488714367151,0.03564171046952347,-0.007143883034586906,23.984209060668945,,,True,True,True,True,-101.73943751274503,34.003602757413105
13,45,0.49122446069325487,0.5133716091701706,0.7502890319548329,0.0,0.0,0.0,0.0,4172.544173337519,6880.288257539272,0.21088939762853443,-0.006542281304383835,0.03584376847963039,-0.007438061918435324,25.888461099530105,,,True,True,True,True,-77.88901233805821,33.54028544263358
14,17,0.08544014159972847,0.35805565250758087,0.5178328249216311,0.0,0.0,0.0,0.0,3828.9876672029495,6713.833206653595,0.3439394970387184,-0.006157739238656035,0.05012679110911613,-0.007101162672896066,19.339907110654167,,,True,True,True,True,-102.71765116196582,34.6560303015242
14,28,0.18022706857657458,0.41756788940942285,0.6066121226470477,0.0,0.0,0.0,0.0,3737.114300182089,6649.744133211672,0.4101602098867261,-0.005981370954970089,0.06962340219422156,-0.0069559054698764555,18.030287750138086,,,True,True,True,True,-92.89696102795808,35.154361224525495
14,29,4.259384997595117,0.8010758352798556,1.1860384899653662,0.0,0.0,1.1860384899653662,0.0,3737.114300182089,6649.744133211672,0.4101602098867261,-0.005981370954970089,0.06962340219422156,-0.0069559054698764555,18.030287750138086,,,True,True,False,True,-91.99999999999997,35.15785779444972
14,36,2.3654165810589136,0.709664602839097,1.0469975371203224,0.0,0.0,1.0469975371203224,0.0,3765.0577281713486,6665.473252773285,0.38484571565686565,-0.005880726022173377,0.0611807342015692,-0.007099373343166349,18.30298549211875,,,True,True,False,True,-85.7303024672226,34.9867179424868
14,37,0.6217365791066121,0.5389036100761928,0.7887180901296217,0.0,0.0,0.0,0.0,3773.0491610765457,6671.518391132355,0.3797323164194495,-0.005915353499798215,0.059798958371663574,-0.0070995970147151866,18.43260378470586,,,True,True,True,True,-84.8378453352796,34.934406494963305
14,38,4.3061201405736504,0.8028786620012531,1.1887855111089312,0.0,0.0,1.1887855111089312,0.0,3785.0355483293533,6680.585522174835,0.37206270520391627,-0.005967291413977449,0.05772642640020109,-0.007099932500707951,18.627018862505793,,,True,True,False,True,-83.9466667352408,34.875164490720266
14,40,7.114357847740974,0.8903650949922931,1.3223000391016033,0.0,0.0,1.3223000391016033,0.0,3813.0055634975433,6701.74350643158,0.3541658078729597,-0.006088487585664382,0.05289021099553142,-0.007100715351128883,19.08068288656068,,,True,True,False,True,-82.16876539390432,34.73595696549996
14,41,0.9214662665919402,0.5844009797876086,0.8573277526989173,0.0,0.0,0.0,0.0,3828.9876672029495,6713.833206653595,0.3439394970387184,-0.006157739238656035,0.05012679110911613,-0.007101162672896066,19.339907110654167,,,True,True,True,True,-81.28234883803418,34.6560303015242
14,46,0.03977318038132079,0.30587485495986655,0.44034228213925597,0.0,0.0,0.0,0.0,3977.242649845779,6786.620920252055,0.29551274236291647,-0.0047392102979983974,0.03850830264560269,-0.007130498824366782,22.663941154736676,,,True,True,True,True,-76.88156204645291,34.154115086683575
15,16,43.94485928426624,1.2955889480752385,1.9452425183837652,1.2955889480752385,0.0,1.9452425183837652,0.0,3716.160123957321,6638.6259394958615,0.4300732123479065,-0.006084584441083507,0.07640618666008173,-0.006830469364285108,17.84838584846875,,,False,True,False,True,-103.71224601354895,35.30021519396408
