y,x,SHI_max,MESH75_max,MESH95_max,MaxMESH75_1in,MaxMESH75_2in,MaxMESH95_1in,MaxMESH95_2in,z0C,z20C,llrh,laps,pwat,lap24,shear,reported_max_hail,reported_ave_hail,sev75,sigsev75,sev95,sigsev95,Longitude,Latitude
0,39,4.769118080647749,0.8199481948323603,1.2148037197700088,0.0,0.0,1.2148037197700088,0.0,4848.55615234375,7600.001953125,0.3633953928947449,-0.0035059619694948196,0.2521671198745294,-0.0068442327901721,3.1175589561462402,,,True,True,False,True,-84.10087542357867,24.62065347813417
0,41,0.05666216333944877,0.32900807697855494,0.47465208095772005,0.0,0.0,0.0,0.0,4848.55615234375,7600.001953125,0.3633953928947449,-0.0035059619694948196,0.2521671198745294,-0.0068442327901721,3.1175589561462402,,,True,True,True,True,-82.53073572734282,24.48828480198486
1,19,0.3594231530673945,0.4813744293421905,0.7022079202994743,0.0,0.0,0.0,0.0,4808.437130432576,7606.101037893444,0.35831116209737957,-0.003298006476638804,0.25587936034186826,-0.0071723326650499075,2.8295124763953936,,,True,True,True,True,-99.96556122052915,25.340256217949946
1,20,0.07888638599158135,0.35221722812556083,0.5091452282169083,0.0,0.0,0.0,0.0,4801.35736923106,7607.177336907014,0.35741395328659564,-0.003261308791604911,0.25653445547578135,-0.007230232101619549,2.778681219938335,,,True,True,True,True,-99.17223005438551,25.398118516398284
1,22,0.039295392989149615,0.30511428956968417,0.43921551007167636,0.0,0.0,0.0,0.0,4789.5576171875,7608.97119140625,0.3559185862541199,-0.0032001452054828405,0.2576262945823691,-0.007326732389628887,2.6939613819122314,,,True,True,True,True,-97.58263485167785,25.495683893407286
1,42,1.798920262379446,0.6707499125604017,0.9879609219819391,0.0,0.0,0.0,0.0,4832.036634519696,7602.513328894973,0.3613018961623311,-0.003420333648882945,0.25369568212869287,-0.006979332089031232,2.9989521524476004,,,True,True,True,True,-81.66162414041733,25.13054454650403
1,43,26.24342449018184,1.1650549103135606,1.7438518571471404,1.1650549103135606,0.0,1.7438518571471404,0.0,4843.836161501706,7600.719508610666,0.362797234673053,-0.003481496068406642,0.252603863847204,-0.006882833641611796,3.0836703745771956,,,False,True,False,True,-80.87343783709699,25.048662304158483
1,44,0.6844506259523536,0.5496783707558925,0.8049516066979455,0.0,0.0,0.0,0.0,4848.55615234375,7600.001953125,0.3633953928947449,-0.0035059619694948196,0.2521671198745294,-0.0068442327901721,3.1175589561462402,,,True,True,True,True,-80.08680414284399,24.960826513504575
2,46,0.05219789136831921,0.3234928455439107,0.4664656501318564,0.0,0.0,0.0,0.0,4791.917612608522,7608.612413663417,0.3562176653649658,-0.0032123781560269293,0.2574079225960318,-0.007307431963909039,2.7109056726967538,,,True,True,True,True,-78.40528760862419,25.48248531948026
3,40,0.03587398859488548,0.29944204610617126,0.4308147164654589,0.0,0.0,0.0,0.0,4611.798795482144,7476.125439979136,0.2759565820572334,-0.006621202075834276,0.1929919642062967,-0.008252414779896355,4.91070476495679,,,True,True,True,True,-83.09255602915408,26.7190815185379
3,44,0.18689210428643416,0.4207032887706119,0.6113001794954083,0.0,0.0,0.0,0.0,4646.7627492286265,7549.630717040971,0.2685901780603217,-0.006251648737235271,0.2002775494762372,-0.008162387978014607,4.141921949157222,,,True,True,True,True,-79.88421807331565,26.396731097567844
4,44,0.40078267560072933,0.49229725277311126,0.7186111251179409,0.0,0.0,0.0,0.0,4583.701478961855,7367.514959331602,0.29496214230312034,-0.0061648584056754885,0.19359375814932933,-0.008334419602391563,8.100291834874952,,,True,True,True,True,-79.78033366437094,27.116907613785905
4,45,3.3025148977761276,0.7601690724793103,1.1237568074052577,0.0,0.0,1.1237568074052577,0.0,4585.0232361368835,7394.792765755206,0.2907950305962004,-0.006268547857494866,0.19225162106727642,-0.008298309424418449,6.615586439795152,,,True,True,False,True,-78.97565431303197,27.02009956695717
5,43,0.4215169989944824,0.497439284263704,0.7263367875975105,0.0,0.0,0.0,0.0,4588.721379376948,7173.78879692778,0.3010922051886382,-0.006250119865539361,0.21951540919797913,-0.008394239413668458,10.385232551008812,,,True,True,True,True,-80.48795937334636,27.93007675552222
6,44,0.5229739693286528,0.5200379833944417,0.7603175522767834,0.0,0.0,0.0,0.0,4579.489630125463,7019.239916499704,0.32227394642541185,-0.00634310784058556,0.22546062865244043,-0.008682602463181865,12.60352688887724,,,True,True,True,True,-79.56715859189725,28.561201948892858
6,45,1.1035273550499667,0.6065149214216302,0.8907324186442868,0.0,0.0,0.0,0.0,4584.501202531159,7038.1408314704895,0.32669791107173296,-0.006366173188816049,0.2274354606284051,-0.0086438532583486,11.897672127000988,,,True,True,True,True,-78.74879650876342,28.462345621562413
